,Dept,Number,Course_Name,Professor_x,Start_Time,End_Time,Location,Description,Pre/coreqs,Offered,Dept + Number,Unnamed: 0.1,Professor_y,Median Grade,Semester (Ex: SP21),# of Students,Notes,Semester,Pre/Coreqs_Clean,ID,Name,Number_of_Ratings,Average_Rating,Difficulty,Take Again,CU_Reviews_Difficulty,CU_Reviews_Rating,CU_Reviews_Workload
47,INFO,1300,Introductory Design and Programming for the Web,Kyle Harms,09:05AM,09:55AM,To Be Assigned,"The World Wide Web is both a technology and a pervasive and powerful resource in our society and culture. To build functional and effective web sites, students need technical and design skills as well as analytical skills for understanding who is using the web, in what ways they are using it, and for what purposes. In this course, students develop skills in all three of these areas through the use of technologies such as XHTML, Cascading Stylesheets, and PHP. Students study how web sites are deployed and used, usability issues on the web, user-centered design, and methods for visual layout and information architecture. Through the web, this course provides an introduction to the interdisciplinary field of information science.",,"Fall, Spring.",INFO 1300,420.0,Harms,A,FA21,264.0,,0.0,[],2277575.0,Kyle Harms,29.0,3.2,2.9,51.7241,2.23,4.04,3.5
48,CS,2110,Object-Oriented Programming and Data Structures,Curran Muhlberger,10:10AM,11:00AM,To Be Assigned,"Intermediate programming in a high-level language and introduction to computer science. Topics include object-oriented programming (classes, objects, subclasses, types), graphical user interfaces, algorithm analysis (asymptotic complexity, big ""O"" notation), recursion, testing, program correctness (loop invariants), searching/sorting, data structures (lists, trees, stacks, queues, heaps, search trees, hash tables, graphs), graph algorithms. Java is the principal programming language.",Prerequisite: CS 1110 or CS 1112 or equivalent course on programming in a procedural language.,"Fall, Spring, Summer.",CS 2110,182.0,Gries/Muhlberger,B,FA21,402.0,,0.0,[],2756306.0,Curran Muhlberger,4.0,4.5,3.8,100.0,2.94,3.76,2.76
49,CS,2112,Object-Oriented Design and Data Structures - Honors,Nate Foster,10:10AM,11:00AM,To Be Assigned,"Honors version of CS 2110/ENGRD 2110; credit is given for only one of CS 2110 and 2112. Corrective transfer between CS 2110 and 2112 (in either direction) is encouraged during first three weeks. Intermediate software design and introduction to key computer science ideas. Topics are similar to those in CS 2110 but are covered in greater depth, with more challenging assignments. Topics include object-oriented programming, program structure and organization, program reasoning using specifications and invariants, recursion, design patterns, concurrent programming, graphical user interfaces, data structures as in CS 2110, sorting and graph algorithms, asymptotic complexity, and simple algorithm analysis. Java is the principal programming language.","Prerequisite: very good performance in CS 1110 or equivalent course in Java or C++, or permission of instructor.",Fall.,CS 2112,184.0,Myers,A,FA21,57.0,,0.0,[],2290792.0,Nate Foster,15.0,4.3,3.6,86.6667,4.24,4.25,4.75
50,CS,2800,Discrete Structures,Alexandra Silva,11:20AM,12:10PM,To Be Assigned,"Covers the mathematics that underlies most of computer science. Topics include mathematical induction; logical proof; propositional and predicate calculus; combinatorics and discrete mathematics; some basic elements of basic probability theory; basic number theory; sets, functions, and relations; graphs; and finite-state machines. These topics are discussed in the context of applications to many areas of computer science, such as the RSA cryptosystem and web searching.",Prerequisite or corequisite: one programming course or permission of instructor.,"Fall, Spring.",CS 2800,187.0,Schalekamp,B+,FA21,411.0,,0.0,[],,,,,,,3.79,3.27,3.77
51,CS,2850,Networks,David Easley,10:10AM,11:00AM,To Be Assigned,"This interdisciplinary course examines network structures and how they matter in everyday life. The course examines how each of the computing, economic, sociological and natural worlds are connected and how the structure of these connections affects each of these worlds. Tools of graph theory and game theory are taught and then used to analyze networks. Topics covered include the web, the small world phenomenon, markets, neural networks, contagion, search and the evolution of networks.",,Fall.,CS 2850,190.0,Halpern/Easley,A-,FA21,519.0,,0.0,[],187593.0,David Easley,36.0,4.3,2.7,100.0,2.44,3.63,3.37
52,INFO,2040,Networks,David Easley,10:10AM,11:00AM,To Be Assigned,"This interdisciplinary course examines network structures and how they matter in everyday life. The course examines how each of the computing, economic, sociological and natural worlds are connected and how the structure of these connections affects each of these worlds. Tools of graph theory and game theory are taught and then used to analyze networks. Topics covered include the web, the small world phenomenon, markets, neural networks, contagion, search and the evolution of networks.",,Fall.,INFO 2040,421.0,Easley,A-,FA21,210.0,,0.0,[],187593.0,David Easley,36.0,4.3,2.7,100.0,2.6,3.45,3.45
53,CS,3110,Data Structures and Functional Programming,Michael Clarkson,01:30PM,02:20PM,To Be Assigned,"Advanced programming course that emphasizes functional programming techniques and data structures. Programming topics include recursive and higher-order procedures, models of programming language evaluation and compilation, type systems, and polymorphism. Data structures and algorithms covered include graph algorithms, balanced trees, memory heaps, and garbage collection. Also covers techniques for analyzing program performance and correctness.",Prerequisite: CS 2110 or equivalent programming experience. Prerequisite or corequisite: CS 2800. Should not be taken concurrently with CS 3410 or CS 3420.,"Fall, Spring.",CS 3110,193.0,Clarkson,B+,FA21,384.0,,0.0,[],2239807.0,Michael Clarkson,20.0,4.5,3.6,95.2381,3.74,4.45,3.61
54,INFO,3300,Data-Driven Web Applications,Jeff Rzeszotarski,11:20AM,12:10PM,To Be Assigned,"This course will introduce students to working with data in the context of modern web applications. These include data representation with relational and non-relational databases, data mining to find patterns and make predictions, and graphical presentation for visualization.","Prerequisite: CS 2110/ENGRD 2110 and CS 2300, or permission of instructor.",Fall.,INFO 3300,425.0,Rzeszotarski,A+,FA21,205.0,Crosslisted with CS 3300,0.0,[],,,,,,,2.5,5.0,2.5
55,CS,4820,Introduction to Analysis of Algorithms,Anke van Zuylen,09:05AM,09:55AM,To Be Assigned,"Develops techniques used in the design and analysis of algorithms, with an emphasis on problems arising in computing applications. Example applications are drawn from systems and networks, artificial intelligence, computer vision, data mining, and computational biology. This course covers four major algorithm design techniques (greedy algorithms, divide-and-conquer, dynamic programming, and network flow), undecidability and NP-completeness, and algorithmic techniques for intractable problems (including identification of structured special cases , approximation algorithms, local search heuristics, and online algorithms).","Prerequisite: CS 2800, CS 3110. ","Fall, Spring, Summer.",CS 4820,222.0,Van Zuylen,B,FA21,290.0,,0.0,[],2747318.0,Anke van Zuylen,7.0,4.4,4.1,87.5,4.52,3.77,4.27
56,STSCI,4110,Categorical Data,Melissa Smith,01:00PM,02:15PM,,"Categorical data analysis, including logistic regression, log-linear models, stratified tables, matched pairs analysis, polytomous response, and ordinal data. Applications in biological, biomedical and social sciences.","Prerequisite: BTRY 3020, BTRY 6020, or equivalent with BTRY 3080 or MATH 4710 also highly recommended.",Fall.,STSCI 4110,627.0,Smith,A-,FA21,33.0,,0.0,[],2147273.0,Melissa Smith,20.0,4.5,3.1,88.8889,,,
57,FREN,2095,French Intermediate Composition and Conversation II,Claire Menard,10:10AM,11:00AM,To Be Assigned,"This advanced-intermediate course is highly recommended for students planning to study abroad as it aims to develop the writing and speaking skills needed to function in a French speaking university environment. A comprehensive review of fundamental and advanced grammatical structures is integrated with the study of selected texts (short stories, literary excerpts, poems, articles from French periodicals, videos) all chosen for thematic or cultural interest. Students write weekly papers, participate in class discussions of the topics at hand, and give at least one oral presentation in class.","Prerequisite: FREN 2070, FREN 2080, or FREN 2090 or CASE Q+.","Fall, Spring.",FREN 2095,333.0,Menard,A,FA21,20.0,,0.0,[],,,,,,,3.0,4.0,
58,GOVT,4000,Major Seminar,David Bateman,02:40PM,05:10PM,To Be Assigned,"Major seminars in the Government department are small, advanced courses that cover an important theme or topic in contemporary politics in depth. Courses place particular emphasis on careful reading and classroom discussion, and students can expect to write a significant research paper. The enrollment limit is 15 students. These courses are open to all Cornell students, but preference in admissions is given to seniors over juniors, and to Government majors over other students.  Topics vary by semester and section.",,"Fall, Spring.",GOVT 4000,353.0,Various,A-,FA21,45.0,Gov Major Seminar. The total of 45 students is divided across iirc 3-4 courses under the same number. Each class has max 15 students.,0.0,[],2494769.0,David Bateman,7.0,4.4,3.4,85.7143,,,
59,MSE,3030,Thermodynamics of Condensed Systems,Mike Thompson,09:05AM,09:55AM,To Be Assigned,"Introduces the three laws of thermodynamics as the fundamental basis for thermal and chemical equilibrium, coupled with statistical mechanical interpretations for entropy. Applies these principles to understand the equilibrium behavior of matter, with a focus on condensed liquid and solid phases. Develops concepts of phase equilibria, phase diagrams, chemical reactions, solution behavior and electrochemistry. Includes an introduction to statistical mechanics and applications in ideal gas behavior, gas and crystal heat capacity, and electron Fermi-Dirac statistics. Applications and examples will be drawn from a range of sub-disciplines spanning metallurgy to polymers.",Corequisite: MSE 2610 or equivalent background.,Fall.,MSE 3030,499.0,Thompson,B,FA21,21.0,,0.0,[],,,,,,,,,
60,NS,1150,"Nutrition, Health, and Society",Roger Figueroa Bautista,01:30PM,02:20PM,To Be Assigned,"Discusses the facts and fallacies concerning the role that nutrition, exercise, and other health behaviors play in preventing disease, maintaining good health, and maximizing athletic performance. Emphasis is on understanding the biological mechanisms through which good nutrition and regular exercise affect psychological and physical health.",,"Fall, Summer.",NS 1150,517.0,Michael,B+,FA21,178.0,,0.0,[],,,,,,,2.91,4.12,2.5
61,NS,3200,Introduction to Human Biochemistry,Shu-Bing Qian,10:10AM,11:00AM,To Be Assigned,"Presents the principles of biochemistry within the context of human health and disease. Teaches the metabolism of carbohydrates, lipids, and proteins from a perspective that emphasizes their role in supporting the structure and physiological functions of the major organs of the body. Incorporates the concepts of enzyme catalysis, enzyme regulation, hormone action, and bioenergetics within this framework. Covers he fundamental concepts of eukaryotic DNA structure, function, and gene expression with reference to their importance in regulating metabolism.",Prerequisite: one year college biology; one year college general chemistry; and CHEM 1570 or CHEM 3570-CHEM 3580; or permission of instructor.,Fall.,NS 3200,521.0,Qian/McCormick,B+,FA21,86.0,,0.0,[],1926314.0,Shu-Bing Qian,8.0,3.0,3.6,50.0,,,
