,Dept,Number,Course_Name,Professor,Start_Time,End_Time,Description,Pre/coreqs,Dept + Number,Median Grade,Semester (Ex: SP21),Semester,Pre/Coreqs_Clean,Number_of_Ratings,Average_Rating,Difficulty,CU_Reviews_Difficulty,CU_Reviews_Rating,CU_Reviews_Workload
53,PHYS,1116,Physics I: Mechanics and Special Relativity,Thomas Hartman,10:10AM,11:00AM,"First in a three-semester introductory physics sequence. Explores quantitative modeling of the physical world through a study of mechanics. More mathematical and abstract than a typical mechanics course - for example, considers how choice of coordinate system (Cartesian, cylindrical, etc.) influences the nature of kinematical equations. Fast paced. Includes kinematics, dynamics, conservation laws, central force fields, periodic motion, and special relativity. At the level of An Introduction to Mechanics by Kleppner and Kolenkow.","Corequisite: PHYS 1110 must be taken to remain enrolled in PHYS 1116. Prerequisite: students must have Calculus II credit (AP Calculus BC, MATH 1910, MATH 1120, or equivalent). A strong high school physics course and enjoyment of puzzle-solving are expected.",PHYS 1116,A,FA21,0.0,"['MATH 1120', 'MATH 1910', 'PHYS 1110', 'PHYS 1116']",0.0,0.0,0.0,4.2,5.0,4.0
54,PHYS,2213,Physics II: Electromagnetism,Alan Giambattista,09:05AM,09:55AM,"Second in a three semester introductory physics sequence. Topics include electrostatics, behavior of matter in electric fields, DC circuits, magnetic fields, Faraday's law, AC circuits, and electromagnetic waves. At the level of University Physics, Vol. 2, by Young and Freedman, 13th ed.","Prerequisite: PHYS 1112 (or strong performance in PHYS 2207) and MATH 1920, or MATH 2220, or MATH 2240.",PHYS 2213,B+,FA21,0.0,"['MATH 1920', 'MATH 2220', 'MATH 2240', 'PHYS 1112']",22.0,3.9,3.5,4.0,2.93,4.64
55,PHYS,2214,"Physics III: Oscillations, Waves, and Quantum Physics",Glenn Case,09:05AM,09:55AM,"For majors in engineering (including bio-, civil, and environmental engineering), computer and information science, physics, earth and atmospheric science, and other physical and biological sciences who wish to understand the oscillation, wave, and quantum phenomena behind everyday experiences and modern technology including scientific/medical instrumentation. Covers the physics of oscillations and wave phenomena, including driven oscillations and resonance, mechanical waves, sound waves, electromagnetic waves, standing waves, Doppler effect, polarization, wave reflection and transmission, interference, diffraction, geometric optics and optical instruments, wave properties of particles, particles in potential wells, light emission and absorption, and quantum tunneling.  With applications to phenomena and measurement technologies in engineering, the physical sciences, and biological sciences.  Some familiarity with differential equations, complex representation of sinusoids, and Fourier analysis is desirable but not essential. As with PHYS 1112 and PHYS 2213, pre-class preparation involves reading notes and/or watching videos, and in-class activities focus on problem solving, demonstrations, and applications.","Prerequisite: PHYS 2213 (or strong performance in PHYS 2208); vector calculus at the level of MATH 1920 or, MATH 2220 or, MATH 2240 or MATH 2130. Students would benefit from prior exposure to differential equations at the level of MATH 2930, or from registration in that course. ",PHYS 2214,A-,FA21,0.0,"['MATH 1920', 'MATH 2130', 'MATH 2220', 'MATH 2240', 'MATH 2930', 'PHYS 2208', 'PHYS 2213']",18.0,3.6,3.8,3.0,2.25,4.75
56,MUSIC,3621,Cornell Symphony Orchestra,Michelle Di Russo,04:45PM,06:25PM,"This course will provide its members an engaging and vigorous orchestral experience where they will expand their knowledge and enjoyment of advanced repertoire with like-minded musicians. CSO is committed to offering rich concert programming experiences through major works of the orchestral canon as well as groundbreaking works representing music of our time. The primary objective of the course is to achieve a learning outcome that is student and ensemble driven, strengthening the confidence and artistic depth of each musician.",,MUSIC 3621,A+,FA21,0.0,[nan],,,,2.0,5.0,2.0
57,AEM,4670,Investments,Justin Murfin,08:05AM,09:20AM,This course is designed to further the understanding of institutional investment management. The course covers key concepts in risk return trade-offs and asset allocation. Students are expected to implement various techniques using real world data. The course also covers select topics in portfolio risk management and current regulatory adjustments.,Prerequisite: AEM 2240.,AEM 4670,A,FA21,0.0,['AEM 2240'],0.0,0.0,0.0,,,
58,PHYS,2218,Physics III: Waves and Thermal Physics,Debanjan Chowdhury,11:20AM,12:10PM,"This course is divided into two parts. The larger segment of the course typically focuses on wave phenomena. Topics include: coupled harmonic oscillators, strings, sound and light waves, superposition principle, wave equations, Fourier series and transforms, diffraction and interference. The discussion is at the level of The Physics of Waves by Georgi. The second segment of the course covers thermodynamics and statistical mechanics at the level of Thermal Physics by Schroeder.","Corequisite: PHYS 2210. Prerequisite: PHYS 2217 or very strong performance in PHYS 2213. Students would benefit from prior exposure to differential equations at the level of MATH 2930 or from concurrent enrollment in that course. Some linear algebra may be used, either prior or concurrent enrollment in linear algebra is recommended (MATH 2940, MATH 2210, or MATH 2230).",PHYS 2218,A-,FA21,0.0,"['MATH 2210', 'MATH 2930', 'MATH 2940', 'PHYS 2210', 'PHYS 2213', 'PHYS 2217']",,,,3.0,4.33,3.33
59,MATH,4710,Basic Probability,Andrew Ahn,09:05AM,09:55AM,"Introduction to probability theory, which prepares the student to take MATH 4720. The course begins with basics: combinatorial probability, mean and variance, independence, conditional probability, and Bayes formula. Density and distribution functions and their properties are introduced. The law of large numbers and the central limit theorem are stated and their implications for statistics are discussed.",Prerequisite: one year of calculus. Recommended prerequisite: some knowledge of multivariate calculus. Students will be expected to be comfortable with proofs.,MATH 4710,B+,FA21,0.0,[],,,,3.6,4.6,3.6
60,ECON,1120,Introductory Macroeconomics,Terence Alexander,10:10AM,11:00AM,"Analysis of aggregate economic activity in relation to the level, stability, and growth of national income. Topics may include the determination and effects of unemployment, inflation, balance of payments, deficits, and economic development, and how these may be influenced by monetary, fiscal, and other policies.",,ECON 1120,B+,FA21,0.0,[nan],9.0,4.4,2.9,1.93,3.25,2.38
61,PHYS,3316,Basics of Quantum Mechanics,Chaoming Jian,09:05AM,09:55AM,"Topics include breakdown of classical concepts in microphysics; light quanta and matter waves; Schrödinger equation and solutions for square well, harmonic oscillator, and the hydrogen atom; wave packets, scattering and tunneling effects, angular momentum, spin, and magnetic moments. At the level of An Introduction to Quantum Physics by French and Taylor and Introduction to Quantum Physics by Griffiths.",Prerequisite: PHYS 2214 or PHYS 2218; PHYS 1116 or PHYS 2216; and coregistration in MATH 2940 or  MATH 2210 or MATH 2230.,PHYS 3316,B+,FA21,0.0,"['MATH 2210', 'MATH 2940', 'PHYS 1116', 'PHYS 2214', 'PHYS 2216', 'PHYS 2218']",,,,3.7,5.0,
62,MATH,4130,Honors Introduction to Analysis I,Anil Nerode,09:40AM,10:55AM,"Introduction to the rigorous theory underlying calculus, covering the real number system and functions of one variable. Based entirely on proofs. The student is expected to know how to read and, to some extent, construct proofs before taking this course. Topics typically include construction of the real number system, properties of the real number system, continuous functions, differential and integral calculus of functions of one variable, sequences and series of functions.","Prerequisite: high level of performance in MATH 2210-MATH 2220, MATH 2230-MATH 2240, or MATH 1920 and MATH 2940 and familiarity with proofs.",MATH 4130,A-,FA21,0.0,"['MATH 1920', 'MATH 2210', 'MATH 2220', 'MATH 2240', 'MATH 2940']",25.0,2.3,2.1,3.67,4.0,2.0
63,AEM,3205,Ethics in Business and Organizations,John Doris,09:40AM,10:55AM,"This course will survey ethical problems that arise in business and other organizational contexts, and develop theoretical resources
to help address them.",Prerequisite: AEM 2200 or equivalent.,AEM 3205,A,FA21,0.0,[],,,,3.0,5.0,1.0
64,PHYS,1110,Introduction to Experimental Physics,Nam Jung Kim,08:00AM,08:50AM,"This laboratory course is an introduction to the nature and skills of experimentation in physics. Students will engage in multi-week investigations, creatively design their own experiments, and explore questions of how we develop models in physics through experiments. Students will learn how to design experiments, analyze data, develop interesting research questions, and consider issues of ethics in physics experiments. Students will also develop communication and collaboration skills. The course aims to provide an opportunity for students to consider the nature of measurement and experimentation and evaluate the relationship between physical theories and experimental data.","Corequisite: PHYS 1112 or PHYS 1116, or PHYS 2213 or PHYS 2217, or if you have AP, Advanced Standing Exam, or transfer credit without lab credit for these courses. Students who take PHYS 1110 with PHYS 1112 or PHYS 1116 will not need to re-take PHYS 1110 with PHYS 2213 or PHYS 2217 .",PHYS 1110,A-,FA21,0.0,"['PHYS 1110', 'PHYS 1112', 'PHYS 1116', 'PHYS 2213', 'PHYS 2217']",,,,,,
